objname,al2000,de2000,type,incl,logd25,brief,ut,bt,vt,kt,v,mabs
PGC009693,2.5465097,0.6780507,E?,48.29,0.476,19.969,16.225,15.92,16,13.716,6842.4,-19.267
NGC0986,2.5595213,-39.0449993,Sab,38.04,1.576,21.907,11.754,11.674,10.944,7.823,1983.7,-20.574
NGC0985,2.5771823,-8.7878045,I,45.21,0.935,21.606,14.893,14.047,14.094,10.529,12933.6,-22.689
NGC0988,2.5910332,-9.3559501,Sc,68.69,1.636,18.959,10.767,10.937,10.527,7.006,1505.9,-20.861
ESO545-040,2.6365861,-20.1669642,S0,64.09,1.199,21.206,14.058,13.868,12.998,10.034,1486.2,-17.673
IC1826,2.6509892,-27.4431415,S0-a,29.77,1.313,20.873,12.909,13.169,12.759,10.111,1400.2,-18.114
NGC1048A,2.6765848,-8.547273,SBbc,61.82,0.907,22.36,17.37,15.493,14.523,10.855,11328.2,-21.234
NGC1048,2.677207,-8.533322,S0-a,80.34,1.071,23.403,16.623,15.47,14.5,10.812,11594.3,-21.143
NGC1073,2.7279337,1.3758354,SBc,52.28,1.549,23.416,11.58,11.68,11.051,9.133,1208.3,-19.873
NGC1079,2.7289822,-29.0033465,SABa,61.64,1.423,21.481,12.801,12.361,11.441,8.363,1453,-20.413
NGC1098,2.7482333,-17.6591528,E-S0,45.32,1.2,21.963,14.029,13.689,12.709,9.642,7453,-21.674
NGC1091,2.7562306,-17.5331667,Sa,36.36,0.906,22.053,16.457,16.097,15.167,10.724,8824.4,-19.696
NGC1092,2.7582149,-17.5422935,E,38.57,1.002,21.417,15.895,15.505,14.485,10.274,8715.6,-20.207
ESO479-033,2.760924,-24.8147275,S0,90,1.224,20.116,14.96,14.49,13.55,10.231,6836.8,-20.626
NGC1100,2.7600268,-17.688886,Sa,69.53,1.215,22.055,14.388,14.028,13.118,9.736,7522,-21.63
NGC1101,2.8041111,4.5780833,S0,43.68,1.125,21.756,14.514,13.994,13.054,9.823,7086.6,-21.438
PGC010611,2.8051555,-8.9604833,S?,30.8,0.516,19.508,16.37,15.839,15.19,12.472,10971,-20.398
NGC1125,2.8612333,-16.6506667,S0-a,75.19,1.178,21.8,13.726,13.436,12.814,9.699,3283.7,-20.118
IC1864,2.8942506,-34.1976738,E,90,1.115,20.778,14.053,13.703,12.723,9.671,4539.9,-20.422
ESO417-011,3.0208644,-28.4677274,S0-a,59.47,1.178,21.671,14.46,14.2,13.36,10.36,6373.4,-20.736
NGC1172,3.026675,-14.8366111,E,59.52,1.357,22.63,13.051,12.761,11.921,9.238,1533,-19.263
NGC1179,3.0440238,-18.8977717,Sc,48.03,1.565,23.76,12.596,12.666,12.066,12.08,1777.6,-19.117
NGC1187,3.0437745,-22.8671808,Sc,44.28,1.617,22.319,11.315,11.365,10.805,8.157,1391,-20.359
PGC011567,3.0716048,0.4742469,Sc,31.08,0.67,21.231,17.303,16.131,17,12.5,13346.6,-20.843
IC1876,3.0756402,-27.460406,S0,15.94,1.064,21.388,14.135,14.415,14.125,10.589,6546,-20.568
NGC1219,3.1410972,2.1085556,Sc,28.64,1.072,22.29,14.067,13.807,12.987,9.87,6129.3,-21.475
IC1895,3.1600611,-25.2535833,S0-a,45.79,1.146,20.92,14.516,14.176,13.286,10.321,3840.7,-19.565
NGC1249,3.1670112,-53.3357089,SBc,68.99,1.561,22.205,11.969,12.179,11.749,9.562,1072,-19.458
NGC1248,3.2134863,-5.2246978,S0,34.16,1.084,21.395,13.861,13.531,12.671,9.558,2235.2,-19.202
NGC1256,3.2328746,-21.9864351,E-S0,90,1.052,20.647,14.862,14.512,13.552,10.249,4312,-19.505
NGC1253,3.2359248,-2.8223591,SABc,68.24,1.66,22.861,12.069,12.249,11.699,9.429,1709.4,-20.493
NGC1288,3.2870014,-32.5758611,SABc,43.75,1.366,22.4,12.902,12.852,12.172,9.288,4535.4,-21.436
PGC012254,3.2975244,41.450756,E,75.48,0.95,21.395,16.688,15.009,13.959,10.509,4377.4,-19.829
PGC012292,3.3052494,41.4693963,E?,90,0.84,21.213,18.123,16.103,14.963,11.792,3533.1,-18.331
PGC012378,3.3215937,41.6442723,E,52.98,0.84,21.235,17.123,15.942,14.822,10.841,6176.8,-19.693
NGC1302,3.3308509,-26.0605611,S0-a,25.92,1.63,21.507,11.933,11.593,10.703,7.84,1706.5,-20.249
NGC1311,3.335263,-52.1855357,SBm,90,1.505,22.204,13.151,13.401,12.941,11.166,571.4,-16.536
NGC1281,3.3350304,41.629998,E,90,0.892,21.035,16.738,14.521,13.351,10.094,4219.7,-20.235
NGC1301,3.343151,-18.7152988,SBbc,90,1.377,22.272,14.333,14.133,13.403,10.157,3951.9,-20.784
NGC1310,3.3509494,-37.1016795,Sc,42.73,1.325,22.015,12.45,12.57,12.1,9.975,1790.4,-19.513
NGC1317,3.3789627,-37.1038055,SABa,35.03,1.486,21.024,12.14,11.85,10.96,7.753,1948.5,-20.297
NGC1320,3.4135278,-3.0422778,Sa,80.53,1.27,21.295,13.593,13.333,13.376,9.408,2788.2,-20.178
IC1932,3.4316722,-51.3431944,S0,90,0.973,22.133,15.725,15.435,14.585,10.859,11970.2,-20.977
PGC012801,3.4237111,-6.143877,E-S0,35.09,0.769,19.204,15.449,14.623,14.12,10.79,10317.4,-21.639
NGC1329,3.4340514,-17.5915139,Sa,38.95,1.2,21.802,13.756,13.486,12.646,9.599,4371,-20.764
ESO358-007,3.4581833,-36.7527778,Sab,70.33,0.871,20.58,15.767,15.387,14.707,11.524,9324.8,-20.793
ESO548-023,3.4706973,-17.4197564,E,90,1.06,18.852,14.645,14.855,14.335,11.912,1846.5,-17.257
NGC1341,3.4662193,-37.1500071,Sa,43.75,1.153,20.922,12.842,12.932,12.422,9.851,1857.9,-19.098
NGC1350,3.5189056,-33.6283611,Sab,64.74,1.714,21.512,11.508,11.168,10.298,7.445,1904.5,-20.496
IC1954,3.5253861,-51.9048611,Sb,57.77,1.476,21.444,12.073,12.133,11.613,8.778,1062.3,-18.945
NGC1352,3.525825,-19.2784444,S0,59.1,1.061,21.243,14.778,14.288,13.348,10.634,4359.9,-19.853
NGC1358,3.5610278,-5.0895417,S0-a,64.03,1.328,22.383,13.618,13.198,12.782,8.968,4025.3,-20.988
NGC1366,3.5649053,-31.1941097,S0,90,1.311,19.556,13.167,12.797,11.907,9.036,1305.9,-18.847
IC1970,3.6087595,-43.9568499,Sb,90,1.476,21.252,13.35,12.931,12.44,9.088,1242.8,-19.39
ESO249-006,3.6071139,-43.3179444,Sc,72.2,1.007,21.964,15.77,15.668,15.09,11.932,18701.4,-22.417
ESO249-009,3.6230954,-43.14136,S0,45.43,0.832,22.418,16.28,16.142,15.212,12.182,16344.9,-21.023
NGC1389,3.6199199,-35.7460455,E-S0,77.21,1.411,20.218,12.804,12.424,11.504,8.657,921,-19.244
NGC1411,3.6458026,-44.1006641,E-S0,55.46,1.39,19.99,12.582,12.177,11.262,8.187,1008.8,-19.341
NGC1391,3.6480497,-18.3541348,S0,76.33,1.082,20.153,14.799,14.379,13.349,10.255,4241.8,-19.82
NGC1394,3.6519139,-18.2922066,S0,90,1.178,18.351,14.292,13.832,12.822,9.742,4238.2,-20.385
NGC1401,3.6560735,-22.7247106,S0,90,1.389,20.738,13.476,13.106,12.286,9.381,1504.7,-18.401
NGC1424,3.7205681,-4.7300556,SABb,74.71,1.144,22.108,14.201,14.331,13.801,11.014,5631,-21.146
NGC1436,3.7269577,-35.8530511,Sab,48.04,1.473,22.296,12.64,12.46,11.71,9.032,1391.2,-18.77
IC0334,3.7547452,76.6383482,S?,39.9,1.37,22.278,13.308,12.618,11.498,7.748,2550.8,-21.615
ESO358-067,3.8019578,-36.7019015,SABb,37.3,0.916,21.377,14.394,14.674,14.214,12.23,5144.5,-19.802
ESO249-023,3.8652663,-43.9404108,S0,53.11,0.967,21.744,16.1,15.611,14.54,11.53,16019.2,-21.504
NGC1476,3.8688222,-44.5329652,Sa,79.12,1.177,21.233,13.92,14.012,13.82,11.775,1690.4,-18.076
ESO156-018,3.8704532,-54.8876025,S0,81.08,1.22,23.601,15.117,14.607,13.417,10.335,13360,-22.071
ESO249-027,3.9081777,-44.7532722,IB,90,1.236,23.328,15.01,15.425,14.7,12.665,1232.8,-16.325
NGC1489,3.9605806,-19.2166111,SBb,75.27,1.227,22.449,14.641,14.611,13.801,10.81,11544.9,-22.379
NGC1495,3.9730093,-44.4670011,Sc,85.16,1.346,21.922,13.197,13.327,12.637,9.972,1279.3,-18.726
ESO004-010,3.9969806,-84.0938333,E,90,1.156,21.061,14.562,14.052,13.042,9.844,4942,-20.611
NGC1527,4.1400361,-47.8970278,E-S0,90,1.661,20.348,12.226,11.706,10.756,7.639,1175.5,-19.624
NGC1531,4.1998064,-32.8508757,E-S0,68.3,1.175,21.171,13.053,12.873,12.133,8.753,1168.1,-17.811
ESO201-026,4.2548876,-50.94449,Sc,34.93,0.702,21.923,14.086,15.136,15.226,13.659,3751.7,-18.614
NGC1556,4.2957861,-50.1644444,Sb,73.23,1.185,20.809,13.202,13.472,13.062,10.8,984.2,-18.271
ESO484-007,4.3386027,-22.6343446,Sa,90,1.014,21.826,16.956,16.606,15.386,11.806,19943.5,-21.645
ESO550-024,4.3538093,-21.8458758,SBcd,69.6,1.667,23.214,12.503,12.663,12.053,9.677,902.7,-18.45
NGC1595,4.4727028,-47.8159167,E,68.05,1.175,21.189,14.112,13.672,12.712,9.782,4777.4,-20.522
